rang_ville;domaine_chruth;code_departement;libelle_commune;nb_prospects;nb_societes;nb_chaude;score_moyen;categories_principales
191;PUBLIC;95;SANNOIS;10;1;2;65.5;PUB_MAIRIE, PUB_ECOLE
192;PUBLIC;91;BALLAINVILLIERS;6;2;2;65.3;PUB_MAIRIE, PUB_ECOLE, PUB_HOPITAL
193;PUBLIC;78;FONTENAY-LE-FLEURY;6;1;2;65.0;PUB_ECOLE
194;PUBLIC;78;BUC;4;1;2;65.0;PUB_MAIRIE, PUB_ECOLE
195;PUBLIC;94;ABLON-SUR-SEINE;4;1;2;65.0;PUB_MAIRIE, PUB_ECOLE
196;PUBLIC;95;SOISY SS MONTMORENCY;4;2;2;65.0;PUB_ECOLE
197;PUBLIC;91;CROSNE;7;2;2;64.6;PUB_MAIRIE, PUB_ECOLE, PUB_HOPITAL
198;PUBLIC;95;SAINT-LEU-LA-FORET;8;1;2;64.4;PUB_MAIRIE, PUB_ECOLE
199;PUBLIC;91;SACLAY;6;2;2;64.2;PUB_MAIRIE, PUB_ECOLE, PUB_HOPITAL
200;PUBLIC;95;MOISSELLES;4;2;2;63.2;PUB_MAIRIE, PUB_ECOLE, PUB_HOPITAL
201;PUBLIC;91;CHILLY-MAZARIN;11;2;2;61.8;PUB_MAIRIE, PUB_ECOLE, PUB_MUSEE
202;PUBLIC;94;ORMESSON-SUR-MARNE;8;1;2;61.8;PUB_MAIRIE, PUB_ECOLE
203;PUBLIC;95;ENGHIEN-LES-BAINS;9;5;2;61.1;PUB_MAIRIE, PUB_ECOLE, PUB_HOPITAL
204;PUBLIC;94;BOISSY-SAINT-LEGER;15;5;2;60.8;PUB_MAIRIE, PUB_ECOLE, PUB_HOPITAL
205;PUBLIC;94;SUCY-EN-BRIE;12;3;2;59.0;PUB_MAIRIE, PUB_ECOLE, PUB_HOPITAL
206;PUBLIC;95;MONTMAGNY;14;6;2;58.9;PUB_MAIRIE, PUB_ECOLE, PUB_HOPITAL
207;PUBLIC;78;GUYANCOURT;14;5;2;58.9;PUB_MAIRIE, PUB_ECOLE, PUB_HOPITAL
208;PUBLIC;95;L'ISLE-ADAM;12;4;2;58.2;PUB_MAIRIE, PUB_ECOLE, PUB_HOPITAL
209;PUBLIC;94;CHENNEVIERES-SUR-MARNE;13;3;2;57.9;PUB_MAIRIE, PUB_ECOLE, PUB_MUSEE
210;PUBLIC;93;TREMBLAY-EN-FRANCE;17;7;2;57.2;PUB_MAIRIE, PUB_ECOLE, PUB_HOPITAL, PUB_MUSEE
211;PUBLIC;78;SAINT-REMY-LES-CHEVREUSE;9;4;2;57.0;PUB_MAIRIE, PUB_ECOLE, PUB_HOPITAL, PUB_MUSEE
212;PUBLIC;95;ENNERY;6;3;2;57.0;PUB_MAIRIE, PUB_ECOLE, PUB_HOPITAL, PUB_MUSEE
213;PUBLIC;78;LES LOGES-EN-JOSAS;8;6;2;56.9;PUB_MAIRIE, PUB_ECOLE, PUB_HOPITAL, PUB_MUSEE
214;PUBLIC;91;SAINTE-GENEVIEVE-DES-BOIS;16;5;2;56.7;PUB_MAIRIE, PUB_ECOLE, PUB_HOPITAL
215;PUBLIC;91;SAULX-LES-CHARTREUX;9;4;2;56.1;PUB_MAIRIE, PUB_ECOLE, PUB_MUSEE
216;PUBLIC;91;DRAVEIL;16;7;2;54.8;PUB_MAIRIE, PUB_ECOLE, PUB_HOPITAL, PUB_MUSEE
217;PUBLIC;91;VIRY-CHATILLON;15;6;2;54.3;PUB_ECOLE, PUB_MAIRIE, PUB_HOPITAL, PUB_MUSEE
218;PUBLIC;91;YERRES;15;5;2;54.3;PUB_MAIRIE, PUB_ECOLE, PUB_HOPITAL
219;PUBLIC;91;BRUNOY;14;6;2;54.1;PUB_MAIRIE, PUB_ECOLE, PUB_HOPITAL, PUB_MUSEE
220;PUBLIC;78;BAILLY;10;8;2;54.0;PUB_MAIRIE, PUB_ECOLE, PUB_MUSEE
221;PRIVE;75;PARIS 16;38;38;2;50.0;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT
222;PRIVE;92;RUEIL-MALMAISON;663;651;2;41.6;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_RESTAURANT, PRIV_BUREAU, PRIV_COMMERCE
223;PRIVE;92;SAINT-CLOUD;321;319;2;41.2;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
224;PRIVE;92;MALAKOFF;229;228;2;41.2;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
225;PRIVE;94;VINCENNES;620;612;2;39.8;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
226;PRIVE;95;BEZONS;191;191;2;39.3;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
227;PRIVE;94;RUNGIS;69;69;2;38.9;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
228;PRIVE;78;LE CHESNAY-ROCQUENCOURT;314;312;2;38.3;PRIV_SANTE_CENTRE, PRIV_SANTE_CABINET, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
229;PRIVE;92;ANTONY;525;511;2;38.0;PRIV_SANTE_CABINET, IMMO_AGENCE, PRIV_SANTE_CENTRE, PRIV_LOISIRS, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
230;PRIVE;94;NOGENT-SUR-MARNE;328;323;2;37.8;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
231;PRIVE;93;AULNAY-SOUS-BOIS;426;419;2;37.5;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_COMMERCE, PRIV_RESTAURANT
232;PRIVE;95;BOUFFEMONT;33;33;2;37.2;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT
233;PRIVE;78;MAISONS-LAFFITTE;263;260;2;37.1;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
234;PRIVE;94;CRETEIL;569;564;2;37.1;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
235;PRIVE;95;MONTMORENCY;199;198;2;37.0;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
236;PRIVE;94;FONTENAY-SOUS-BOIS;354;349;2;36.8;PRIV_LOISIRS, PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
237;PRIVE;94;CHOISY-LE-ROI;234;233;2;36.2;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
238;PRIVE;94;CHAMPIGNY-SUR-MARNE;421;420;2;36.2;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
239;PRIVE;93;VILLEPINTE;174;171;2;32.1;PRIV_SANTE_CENTRE, PRIV_SANTE_CABINET, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
240;PUBLIC;75;PARIS 19;1;1;1;85.0;PUB_HOPITAL
241;PUBLIC;75;PARIS 7;1;1;1;85.0;PUB_MAIRIE
242;PUBLIC;92;BOULOGNE BILLANCOURT;1;1;1;85.0;PUB_HOPITAL
243;PUBLIC;75;PARIS 16;1;1;1;80.0;PUB_MUSEE
244;PUBLIC;94;KREMLIN BICETRE;1;1;1;80.0;PUB_MAIRIE
245;PUBLIC;75;PARIS 17;1;1;1;75.0;PUB_MAIRIE
246;PUBLIC;75;PARIS 6;1;1;1;75.0;PUB_MUSEE
247;PUBLIC;78;VELIZY VILLACOUBLAY;1;1;1;75.0;PUB_ECOLE
248;PUBLIC;92;ISSY LES MOULINEAUX;1;1;1;75.0;PUB_MAIRIE
249;PUBLIC;93;CLICHY SOUS BOIS;1;1;1;75.0;PUB_MAIRIE
250;PUBLIC;94;CHOISY LE ROI;1;1;1;75.0;PUB_MAIRIE
251;PUBLIC;94;LE PERREUX SUR MARNE;1;1;1;75.0;PUB_MAIRIE
252;PUBLIC;94;LIMEIL BREVANNES;1;1;1;75.0;PUB_MAIRIE
253;PUBLIC;94;VILLIERS SUR MARNE;1;1;1;75.0;PUB_ECOLE
254;PUBLIC;95;FRETTE SUR SEINE (LA);1;1;1;75.0;PUB_MAIRIE
255;PUBLIC;91;BOUSSY ST ANTOINE;1;1;1;72.0;PUB_HOPITAL
256;PUBLIC;95;ISLE ADAM;1;1;1;72.0;PUB_HOPITAL
257;PUBLIC;75;PARIS 08;2;2;1;70.0;PUB_MAIRIE
258;PUBLIC;91;PARAY VIEILLE POSTE;1;1;1;70.0;PUB_MAIRIE
259;PUBLIC;92;LEVALLOIS PERRET;1;1;1;70.0;PUB_ECOLE
260;PUBLIC;94;BRY SUR MARNE;2;1;1;67.5;PUB_ECOLE, PUB_MUSEE
261;PUBLIC;95;LE PLESSIS-BOUCHARD;5;1;1;65.0;PUB_MAIRIE, PUB_ECOLE
262;PUBLIC;78;FONTENAY LE FLEURY;3;1;1;65.0;PUB_MAIRIE, PUB_ECOLE
263;PUBLIC;95;MARGENCY;3;1;1;65.0;PUB_MAIRIE, PUB_ECOLE
264;PUBLIC;95;BONNEUIL-EN-FRANCE;2;1;1;65.0;PUB_MAIRIE, PUB_ECOLE
265;PUBLIC;95;SAINT-PRIX;6;1;1;64.2;PUB_MAIRIE, PUB_ECOLE
266;PUBLIC;95;LE THILLAY;4;1;1;63.0;PUB_MAIRIE, PUB_ECOLE
267;PUBLIC;92;MARNES-LA-COQUETTE;4;2;1;62.5;PUB_MAIRIE, PUB_ECOLE
268;PUBLIC;94;ST MAUR DES FOSSES;2;2;1;62.5;PUB_MAIRIE, PUB_ECOLE
269;PUBLIC;77;BROU-SUR-CHANTEREINE;5;2;1;62.0;PUB_MAIRIE, PUB_ECOLE, PUB_HOPITAL
270;PUBLIC;91;VILLIERS-SUR-ORGE;5;3;1;62.0;PUB_MAIRIE, PUB_ECOLE, PUB_HOPITAL
271;PUBLIC;95;SOISY-SOUS-MONTMORENCY;8;3;1;61.9;PUB_MAIRIE, PUB_ECOLE, PUB_HOPITAL
272;PUBLIC;92;VAUCRESSON;6;2;1;61.7;PUB_MAIRIE, PUB_ECOLE
273;PUBLIC;78;L'ETANG-LA-VILLE;3;2;1;61.7;PUB_MAIRIE, PUB_ECOLE
274;PUBLIC;91;QUINCY-SOUS-SENART;9;4;1;61.4;PUB_MAIRIE, PUB_ECOLE, PUB_HOPITAL
275;PUBLIC;78;CHEVREUSE;8;4;1;61.4;PUB_MAIRIE, PUB_ECOLE, PUB_HOPITAL
276;PUBLIC;95;ARNOUVILLE;11;4;1;61.4;PUB_MAIRIE, PUB_ECOLE, PUB_HOPITAL
277;PUBLIC;78;LE MESNIL-LE-ROI;5;2;1;61.0;PUB_MAIRIE, PUB_ECOLE
278;PUBLIC;95;SAINT-BRICE-SOUS-FORET;11;3;1;60.9;PUB_MAIRIE, PUB_ECOLE, PUB_HOPITAL
279;PUBLIC;95;DEUIL-LA-BARRE;12;5;1;60.8;PUB_MAIRIE, PUB_ECOLE, PUB_HOPITAL, PUB_MUSEE
280;PUBLIC;78;VELIZY-VILLACOUBLAY;10;2;1;60.5;PUB_MAIRIE, PUB_ECOLE, PUB_MUSEE
281;PUBLIC;91;VAUHALLAN;3;1;1;60.0;PUB_MAIRIE, PUB_ECOLE
282;PUBLIC;91;SOISY-SUR-SEINE;6;2;1;59.5;PUB_MAIRIE, PUB_ECOLE, PUB_HOPITAL
283;PUBLIC;91;VIGNEUX-SUR-SEINE;11;3;1;59.3;PUB_MAIRIE, PUB_ECOLE, PUB_HOPITAL
284;PUBLIC;95;SAINT-GRATIEN;13;4;1;59.2;PUB_MAIRIE, PUB_ECOLE, PUB_MUSEE
285;PUBLIC;91;GRIGNY;12;3;1;59.1;PUB_MAIRIE, PUB_ECOLE, PUB_HOPITAL
286;PUBLIC;91;VARENNES-JARCY;5;2;1;59.0;PUB_MAIRIE, PUB_ECOLE, PUB_HOPITAL
287;PUBLIC;93;NEUILLY-PLAISANCE;13;4;1;58.8;PUB_MAIRIE, PUB_ECOLE, PUB_HOPITAL
288;PUBLIC;95;FOSSES;11;3;1;58.8;PUB_MAIRIE, PUB_ECOLE, PUB_HOPITAL
289;PUBLIC;93;GOURNAY-SUR-MARNE;4;2;1;58.5;PUB_MAIRIE, PUB_ECOLE, PUB_MUSEE
290;PUBLIC;95;MENUCOURT;7;2;1;58.4;PUB_MAIRIE, PUB_ECOLE, PUB_HOPITAL
291;PUBLIC;95;BESSANCOURT;7;3;1;58.1;PUB_MAIRIE, PUB_ECOLE, PUB_MUSEE
292;PUBLIC;78;JOUARS-PONTCHARTRAIN;4;2;1;58.0;PUB_MAIRIE, PUB_ECOLE, PUB_HOPITAL
293;PUBLIC;78;JOUY-EN-JOSAS;7;1;1;57.9;PUB_MAIRIE, PUB_ECOLE
294;PUBLIC;94;VILLECRESNES;10;3;1;57.5;PUB_MAIRIE, PUB_ECOLE, PUB_HOPITAL
295;PUBLIC;78;CROISSY-SUR-SEINE;6;3;1;57.5;PUB_MAIRIE, PUB_ECOLE, PUB_MUSEE
296;PUBLIC;78;ELANCOURT;12;3;1;57.4;PUB_MAIRIE, PUB_ECOLE, PUB_HOPITAL
297;PUBLIC;78;TRAPPES;16;6;1;57.3;PUB_MAIRIE, PUB_ECOLE, PUB_HOPITAL, PUB_MUSEE
298;PUBLIC;91;LONGPONT-SUR-ORGE;7;2;1;57.0;PUB_MAIRIE, PUB_ECOLE, PUB_HOPITAL
299;PUBLIC;78;CONFLANS-SAINTE-HONORINE;14;6;1;56.5;PUB_MAIRIE, PUB_ECOLE, PUB_HOPITAL, PUB_MUSEE
300;PUBLIC;78;MAREIL-MARLY;4;2;1;56.2;PUB_MAIRIE, PUB_ECOLE, PUB_MUSEE
301;PUBLIC;94;LA QUEUE-EN-BRIE;10;2;1;56.0;PUB_MAIRIE, PUB_ECOLE, PUB_HOPITAL
302;PUBLIC;77;PONTAULT-COMBAULT;16;7;1;55.4;PUB_MAIRIE, PUB_ECOLE, PUB_HOPITAL
303;PUBLIC;77;BRIE-COMTE-ROBERT;12;4;1;55.4;PUB_MAIRIE, PUB_ECOLE, PUB_HOPITAL, PUB_MUSEE
304;PUBLIC;78;PLAISIR;14;4;1;55.2;PUB_MAIRIE, PUB_ECOLE, PUB_HOPITAL
305;PUBLIC;95;DEUIL LA BARRE;3;2;1;55.0;PUB_ECOLE
306;PUBLIC;91;BRIIS-SOUS-FORGES;7;4;1;54.9;PUB_MAIRIE, PUB_ECOLE, PUB_HOPITAL
307;PUBLIC;95;SAINT-OUEN-L'AUMONE;15;6;1;54.7;PUB_MAIRIE, PUB_ECOLE, PUB_HOPITAL
308;PUBLIC;95;ECOUEN;10;5;1;54.5;PUB_MAIRIE, PUB_ECOLE, PUB_MUSEE
309;PUBLIC;95;LOUVRES;10;3;1;54.5;PUB_MAIRIE, PUB_ECOLE, PUB_HOPITAL
310;PUBLIC;77;CHELLES;15;7;1;53.9;PUB_MAIRIE, PUB_ECOLE, PUB_HOPITAL, PUB_MUSEE
311;PUBLIC;78;LES MUREAUX;13;5;1;52.2;PUB_MAIRIE, PUB_ECOLE, PUB_HOPITAL
312;PRIVE;75;PARIS 07;10;10;1;51.5;PRIV_SANTE_CENTRE, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT
313;PUBLIC;91;BURES-SUR-YVETTE;10;4;1;51.0;PUB_MAIRIE, PUB_ECOLE, PUB_HOPITAL, PUB_MUSEE
314;PRIVE;75;PARIS 04;21;21;1;50.3;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
315;PRIVE;75;PARIS 01;15;15;1;47.3;IMMO_AGENCE, PRIV_RESTAURANT, PRIV_COMMERCE
316;PRIVE;94;VITRY SUR SEINE;6;6;1;42.5;PRIV_SANTE_CENTRE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
317;PRIVE;92;VILLENEUVE-LA-GARENNE;86;85;1;42.1;PRIV_SANTE_CENTRE, PRIV_SANTE_CABINET, PRIV_LOISIRS, IMMO_AGENCE, PRIV_RESTAURANT, PRIV_COMMERCE
318;PRIVE;94;CACHAN;179;178;1;42.0;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
319;PRIVE;92;VANVES;205;204;1;41.9;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
320;PRIVE;92;LA GARENNE-COLOMBES;269;268;1;41.7;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
321;PRIVE;92;BOIS-COLOMBES;229;228;1;41.5;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
322;PRIVE;93;LE PRE-SAINT-GERVAIS;142;142;1;41.4;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
323;PRIVE;78;FONTENAY LE FLEURY;4;4;1;41.2;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, IMMO_AGENCE
324;PRIVE;92;BOURG-LA-REINE;157;156;1;40.8;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
325;PRIVE;92;GARCHES;177;170;1;40.8;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
326;PRIVE;92;BAGNEUX;202;201;1;40.7;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
327;PRIVE;92;CLAMART;470;462;1;40.6;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
328;PRIVE;93;PANTIN;533;529;1;40.4;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, IMMO_AGENCE, PRIV_LOISIRS, PRIV_BUREAU, PRIV_COMMERCE, PRIV_RESTAURANT
329;PRIVE;93;EPINAY-SUR-SEINE;241;238;1;39.6;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
330;PRIVE;93;L'ILE-SAINT-DENIS;48;48;1;39.6;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
331;PRIVE;78;JOUY-EN-JOSAS;55;55;1;38.3;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT
332;PRIVE;91;SACLAY;30;30;1;37.7;PRIV_SANTE_CENTRE, PRIV_SANTE_CABINET, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
333;PRIVE;91;MASSY;362;360;1;37.5;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
334;PRIVE;78;SAINT-GERMAIN-EN-LAYE;531;523;1;37.5;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
335;PRIVE;95;MONTMAGNY;68;68;1;37.5;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
336;PRIVE;78;MONTESSON;113;113;1;37.2;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
337;PRIVE;95;SOISY-SOUS-MONTMORENCY;116;116;1;37.1;PRIV_SANTE_CENTRE, PRIV_SANTE_CABINET, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
338;PRIVE;78;LE VESINET;179;175;1;37.1;PRIV_SANTE_CENTRE, PRIV_SANTE_CABINET, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
339;PRIVE;78;LOUVECIENNES;66;65;1;37.0;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_RESTAURANT, PRIV_BUREAU, PRIV_COMMERCE
340;PRIVE;94;VITRY-SUR-SEINE;468;462;1;37.0;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_RESTAURANT, PRIV_BUREAU, PRIV_COMMERCE
341;PRIVE;94;MAISONS-ALFORT;421;419;1;36.9;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
342;PRIVE;95;SARCELLES;362;355;1;36.9;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
343;PRIVE;93;PIERREFITTE-SUR-SEINE;114;112;1;36.8;PRIV_SANTE_CENTRE, PRIV_SANTE_CABINET, PRIV_LOISIRS, PRIV_BUREAU, IMMO_AGENCE, PRIV_RESTAURANT, PRIV_COMMERCE
344;PRIVE;93;BOBIGNY;248;244;1;36.7;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, PRIV_RESTAURANT, IMMO_AGENCE, PRIV_BUREAU, PRIV_COMMERCE
345;PRIVE;91;BIEVRES;50;49;1;36.7;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
346;PRIVE;95;TAVERNY;195;194;1;36.6;PRIV_SANTE_CENTRE, PRIV_SANTE_CABINET, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
347;PRIVE;78;LE PECQ;98;98;1;36.5;PRIV_SANTE_CENTRE, PRIV_SANTE_CABINET, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT
348;PRIVE;78;HOUILLES;240;236;1;36.4;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
349;PRIVE;94;VILLENEUVE-SAINT-GEORGES;130;130;1;36.3;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_BUREAU, PRIV_LOISIRS, IMMO_AGENCE, PRIV_RESTAURANT, PRIV_COMMERCE
350;PRIVE;95;SAINT-GRATIEN;165;162;1;36.2;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
351;PRIVE;93;STAINS;180;178;1;36.1;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
352;PRIVE;95;GONESSE;147;146;1;36.0;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_COMMERCE, PRIV_BUREAU, PRIV_RESTAURANT
353;PRIVE;93;ROSNY-SOUS-BOIS;275;272;1;35.7;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, PRIV_BUREAU, IMMO_AGENCE, PRIV_RESTAURANT, PRIV_COMMERCE
354;PRIVE;93;DUGNY;29;29;1;35.6;PRIV_SANTE_CABINET, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT
355;PRIVE;93;DRANCY;328;327;1;35.5;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
356;PRIVE;93;LE BOURGET;95;94;1;35.2;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
357;PRIVE;93;NOISY-LE-GRAND;414;412;1;34.4;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
358;PRIVE;91;SAULX-LES-CHARTREUX;42;42;1;33.8;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
359;PRIVE;95;ROISSY-EN-FRANCE;63;62;1;31.8;PRIV_SANTE_CABINET, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
360;PUBLIC;91;EPINAY SUR ORGE;1;1;0;67.0;PUB_HOPITAL
361;PUBLIC;91;VIRY CHATILLON;1;1;0;67.0;PUB_MAIRIE
